Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2022-10-18,BOS,Ottawa Senators,L,5,7,BOS,Philadelphia 76ers,W,126,117
2022-10-22,BOS,Minnesota Wild,W,4,3,BOS,Orlando Magic,W,126,120
2022-10-28,BOS,Columbus Blue Jackets,W,4,0,BOS,Cleveland Cavaliers,L,123,132
2022-11-05,BOS,Toronto Maple Leafs,L,1,2,BOS,New York Knicks,W,133,118
2022-11-07,BOS,St. Louis Blues,W,3,1,BOS,Memphis Grizzlies,W,109,106
2022-11-12,BOS,Buffalo Sabres,W,3,1,BOS,Detroit Pistons,W,117,108
2022-11-21,BOS,Tampa Bay Lightning,W,5,3,BOS,Chicago Bulls,L,107,121
2022-11-23,BOS,Florida Panthers,L,2,5,BOS,Dallas Mavericks,W,125,112
2022-11-25,BOS,Carolina Hurricanes,W,3,2,BOS,Sacramento Kings,W,122,104
2022-12-05,BOS,Vegas Golden Knights,L,3,4,BOS,Toronto Raptors,W,116,110
2022-12-07,BOS,Colorado Avalanche,W,4,0,BOS,Phoenix Suns,W,125,98
2022-12-13,BOS,New York Islanders,W,4,3,BOS,Los Angeles Lakers,W,122,118
2022-12-23,BOS,New Jersey Devils,W,4,3,BOS,Minnesota Timberwolves,W,121,109
2022-12-27,BOS,Ottawa Senators,L,2,3,BOS,Houston Rockets,W,126,102
2023-01-05,BOS,Los Angeles Kings,W,5,2,BOS,Dallas Mavericks,W,124,95
2023-01-07,BOS,San Jose Sharks,W,4,2,BOS,San Antonio Spurs,W,121,116
2023-01-12,BOS,Seattle Kraken,L,0,3,BOS,Brooklyn Nets,W,109,98
2023-01-14,BOS,Toronto Maple Leafs,W,4,3,BOS,Charlotte Hornets,W,122,106
2023-01-16,BOS,Philadelphia Flyers,W,6,0,BOS,Charlotte Hornets,W,130,118
2023-01-19,BOS,New York Rangers,W,3,1,BOS,Golden State Warriors,W,121,118
2023-01-24,BOS,Montreal Canadiens,W,4,2,BOS,Miami Heat,L,95,98
2023-01-26,BOS,Tampa Bay Lightning,L,2,3,BOS,New York Knicks,L,117,120
2023-01-28,BOS,Florida Panthers,L,3,4,BOS,Los Angeles Lakers,W,125,121
2023-02-01,BOS,Toronto Maple Leafs,W,5,2,BOS,Brooklyn Nets,W,139,96
2023-02-14,BOS,Dallas Stars,W,3,2,BOS,Milwaukee Bucks,L,125,131
2023-02-23,BOS,Seattle Kraken,,,,BOS,Indiana Pacers,,,
2023-02-25,BOS,Vancouver Canucks,,,,BOS,Philadelphia 76ers,,,
2023-02-27,BOS,Edmonton Oilers,,,,BOS,New York Knicks,,,
2023-03-11,BOS,Detroit Red Wings,,,,BOS,Atlanta Hawks,,,
2023-03-18,BOS,Minnesota Wild,,,,BOS,Utah Jazz,,,
2023-03-21,BOS,Ottawa Senators,,,,BOS,Sacramento Kings,,,
2023-03-26,BOS,Carolina Hurricanes,,,,BOS,San Antonio Spurs,,,
2023-03-28,BOS,Nashville Predators,,,,BOS,Washington Wizards,,,
2023-03-30,BOS,Columbus Blue Jackets,,,,BOS,Milwaukee Bucks,,,
2023-04-09,BOS,Philadelphia Flyers,,,,BOS,Atlanta Hawks,,,
