Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2021-10-24,BOS,San Jose Sharks,W,4,3,BOS,Houston Rockets,W,107,97
2021-10-27,BOS,Florida Panthers,L,1,4,BOS,Washington Wizards,L,107,116
2021-10-30,BOS,Florida Panthers,W,3,2,BOS,Washington Wizards,L,112,115
2021-11-04,BOS,Detroit Red Wings,W,5,1,BOS,Miami Heat,W,95,78
2021-11-06,BOS,Toronto Maple Leafs,L,2,5,BOS,Dallas Mavericks,L,104,107
2021-11-13,BOS,New Jersey Devils,W,5,2,BOS,Cleveland Cavaliers,L,89,91
2021-11-20,BOS,Philadelphia Flyers,W,5,2,BOS,Oklahoma City Thunder,W,111,105
2021-11-24,BOS,Buffalo Sabres,W,5,1,BOS,Brooklyn Nets,L,104,123
2021-11-26,BOS,New York Rangers,L,2,5,BOS,San Antonio Spurs,L,88,96
2021-11-28,BOS,Vancouver Canucks,W,3,2,BOS,Toronto Raptors,W,109,97
2021-12-04,BOS,Tampa Bay Lightning,L,2,3,BOS,Portland Trail Blazers,W,145,117
2021-12-08,BOS,Vancouver Canucks,L,1,2,BOS,Los Angeles Clippers,L,111,114
2022-01-02,BOS,Detroit Red Wings,W,5,1,BOS,Orlando Magic,W,116,111
2022-01-06,BOS,Minnesota Wild,L,2,3,BOS,New York Knicks,L,105,108
2022-01-08,BOS,Tampa Bay Lightning,W,5,2,BOS,New York Knicks,W,99,75
2022-01-10,BOS,Washington Capitals,W,7,3,BOS,Indiana Pacers,W,101,98
2022-01-12,BOS,Montreal Canadiens,W,5,1,BOS,Indiana Pacers,W,119,100
2022-01-15,BOS,Nashville Predators,W,4,3,BOS,Chicago Bulls,W,114,112
2022-01-28,BOS,Arizona Coyotes,W,2,1,BOS,Atlanta Hawks,L,92,108
2022-02-08,BOS,Pittsburgh Penguins,L,2,4,BOS,Brooklyn Nets,W,126,91
2022-02-15,BOS,New York Rangers,L,1,2,BOS,Philadelphia 76ers,W,135,87
2022-02-24,BOS,Seattle Kraken,W,3,2,BOS,Brooklyn Nets,W,129,106
2022-02-26,BOS,San Jose Sharks,W,3,1,BOS,Detroit Pistons,W,113,104
2022-03-01,BOS,Anaheim Ducks,L,3,4,BOS,Atlanta Hawks,W,107,98
2022-03-03,BOS,Vegas Golden Knights,W,5,2,BOS,Memphis Grizzlies,W,120,107
2022-03-16,BOS,Minnesota Wild,L,2,4,BOS,Golden State Warriors,W,110,88
2022-03-18,BOS,Winnipeg Jets,W,4,2,BOS,Sacramento Kings,W,126,97
2022-03-21,BOS,Montreal Canadiens,W,3,2,BOS,Oklahoma City Thunder,W,132,123
2022-04-10,BOS,Washington Capitals,L,2,4,BOS,Memphis Grizzlies,W,139,110
