Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2021-12-30,NYI,Buffalo Sabres,W,4,1,BRK,Philadelphia 76ers,L,102,110
2022-01-01,NYI,Edmonton Oilers,W,3,2,BRK,Los Angeles Clippers,L,116,120
2022-01-13,NYI,New Jersey Devils,W,3,2,BRK,Oklahoma City Thunder,L,109,130
2022-01-15,NYI,Washington Capitals,L,0,2,BRK,New Orleans Pelicans,W,120,105
2022-01-17,NYI,Philadelphia Flyers,W,4,1,BRK,Cleveland Cavaliers,L,107,114
2022-01-21,NYI,Arizona Coyotes,W,4,0,BRK,San Antonio Spurs,W,117,102
2022-01-25,NYI,Philadelphia Flyers,W,4,3,BRK,Los Angeles Lakers,L,96,106
2022-02-01,NYI,Ottawa Senators,W,4,1,BRK,Phoenix Suns,L,111,121
2022-02-02,NYI,Seattle Kraken,L,0,3,BRK,Sacramento Kings,L,101,112
2022-02-12,NYI,Calgary Flames,L,2,5,BRK,Miami Heat,L,111,115
2022-02-17,NYI,Boston Bruins,W,4,1,BRK,Washington Wizards,L,103,117
2022-02-24,NYI,San Jose Sharks,L,3,4,BRK,Boston Celtics,L,106,129
2022-02-26,NYI,Los Angeles Kings,L,2,5,BRK,Milwaukee Bucks,W,126,123
2022-03-01,NYI,Colorado Avalanche,L,3,5,BRK,Toronto Raptors,L,108,109
2022-03-03,NYI,Vancouver Canucks,L,3,4,BRK,Miami Heat,L,107,113
2022-03-10,NYI,Columbus Blue Jackets,W,6,0,BRK,Philadelphia 76ers,W,129,100
2022-03-13,NYI,Anaheim Ducks,W,4,3,BRK,New York Knicks,W,110,107
2022-03-15,NYI,Washington Capitals,L,3,4,BRK,Orlando Magic,W,150,108
2022-03-26,NYI,Boston Bruins,L,3,6,BRK,Miami Heat,W,110,95
2022-03-27,NYI,Tampa Bay Lightning,L,1,4,BRK,Charlotte Hornets,L,110,119
2022-03-29,NYI,Columbus Blue Jackets,W,4,3,BRK,Detroit Pistons,W,130,123
2022-03-31,NYI,Columbus Blue Jackets,W,5,2,BRK,Milwaukee Bucks,L,119,120
2022-04-05,NYI,Dallas Stars,L,2,3,BRK,Houston Rockets,W,118,105
2022-04-08,NYI,Carolina Hurricanes,W,2,1,BRK,Cleveland Cavaliers,W,118,107
2022-04-12,NYI,Pittsburgh Penguins,W,5,4,BRK,Cleveland Cavaliers,W,115,108
2022-10-26,NYI,New York Rangers,W,3,0,BRK,Milwaukee Bucks,L,99,110
2022-10-29,NYI,Colorado Avalanche,W,5,4,BRK,Indiana Pacers,L,116,125
2022-11-01,NYI,Chicago Blackhawks,W,3,1,BRK,Chicago Bulls,L,99,108
2022-11-05,NYI,Detroit Red Wings,L,0,3,BRK,Charlotte Hornets,W,98,94
2022-11-07,NYI,Calgary Flames,W,4,3,BRK,Dallas Mavericks,L,94,96
2022-11-12,NYI,Columbus Blue Jackets,W,4,3,BRK,Los Angeles Clippers,W,110,95
2022-11-17,NYI,Nashville Predators,L,4,5,BRK,Portland Trail Blazers,W,109,107
2022-11-23,NYI,Edmonton Oilers,W,3,0,BRK,Toronto Raptors,W,112,98
2022-11-25,NYI,Columbus Blue Jackets,W,3,2,BRK,Indiana Pacers,L,117,128
2022-12-02,NYI,Nashville Predators,L,1,4,BRK,Toronto Raptors,W,114,105
2022-12-04,NYI,Chicago Blackhawks,W,3,0,BRK,Boston Celtics,L,92,103
2022-12-09,NYI,New Jersey Devils,W,6,4,BRK,Atlanta Hawks,W,120,116
2022-12-10,NYI,Carolina Hurricanes,L,0,3,BRK,Indiana Pacers,W,136,133
2022-12-16,NYI,Arizona Coyotes,L,4,5,BRK,Toronto Raptors,W,119,116
2022-12-23,NYI,Florida Panthers,W,5,1,BRK,Milwaukee Bucks,W,118,100
2023-01-06,NYI,Calgary Flames,L,1,4,BRK,New Orleans Pelicans,W,108,102
2023-01-12,NYI,Minnesota Wild,L,1,3,BRK,Boston Celtics,L,98,109
2023-01-19,NYI,Buffalo Sabres,L,2,3,BRK,Phoenix Suns,L,112,117
2023-01-25,NYI,Ottawa Senators,L,1,2,BRK,Philadelphia 76ers,L,133,137
2023-01-28,NYI,Vegas Golden Knights,W,2,1,BRK,New York Knicks,W,122,115
2023-02-06,NYI,Philadelphia Flyers,W,2,1,BRK,Los Angeles Clippers,L,116,124
2023-02-07,NYI,Seattle Kraken,W,4,0,BRK,Phoenix Suns,L,112,116
2023-02-09,NYI,Vancouver Canucks,L,5,6,BRK,Chicago Bulls,W,116,105
