Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2018-11-21,LAK,Colorado Avalanche,L,3,7,LAL,Cleveland Cavaliers,W,109,105
2018-11-25,LAK,Edmonton Oilers,W,5,2,LAL,Orlando Magic,L,104,108
2018-11-27,LAK,Vancouver Canucks,W,2,1,LAL,Denver Nuggets,L,85,117
2018-11-29,LAK,Edmonton Oilers,L,2,3,LAL,Indiana Pacers,W,104,96
2018-11-30,LAK,Calgary Flames,L,1,4,LAL,Dallas Mavericks,W,114,103
2018-12-02,LAK,Carolina Hurricanes,W,2,0,LAL,Phoenix Suns,W,120,96
2018-12-08,LAK,Vegas Golden Knights,W,5,1,LAL,Memphis Grizzlies,W,111,88
2018-12-10,LAK,Detroit Red Wings,L,1,3,LAL,Miami Heat,W,108,105
2018-12-13,LAK,Columbus Blue Jackets,L,1,4,LAL,Houston Rockets,L,111,126
2018-12-15,LAK,Pittsburgh Penguins,L,3,4,LAL,Charlotte Hornets,W,128,100
2018-12-18,LAK,Winnipeg Jets,W,4,1,LAL,Brooklyn Nets,L,110,115
2018-12-23,LAK,Vegas Golden Knights,W,4,3,LAL,Memphis Grizzlies,L,99,107
2018-12-27,LAK,Arizona Coyotes,W,2,1,LAL,Sacramento Kings,L,116,117
2019-01-07,LAK,San Jose Sharks,L,1,3,LAL,Dallas Mavericks,W,107,97
2019-01-15,LAK,Minnesota Wild,L,2,3,LAL,Chicago Bulls,W,107,100
2019-01-17,LAK,Dallas Stars,W,2,1,LAL,Oklahoma City Thunder,W,138,128
2019-01-19,LAK,Colorado Avalanche,L,1,7,LAL,Houston Rockets,L,134,138
2019-01-21,LAK,St. Louis Blues,W,4,3,LAL,Golden State Warriors,L,111,130
2019-02-02,LAK,New York Islanders,L,2,4,LAL,Golden State Warriors,L,101,115
2019-02-05,LAK,New Jersey Devils,W,5,1,LAL,Indiana Pacers,L,94,136
2019-02-07,LAK,Philadelphia Flyers,W,3,2,LAL,Boston Celtics,W,129,128
