Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2018-01-22,CHI,Tampa Bay Lightning,L,0,2,CHI,New Orleans Pelicans,L,128,132
2018-01-24,CHI,Toronto Maple Leafs,L,2,3,CHI,Philadelphia 76ers,L,101,115
2018-02-03,CHI,Calgary Flames,L,3,4,CHI,Los Angeles Clippers,L,103,113
2018-02-10,CHI,Minnesota Wild,L,0,3,CHI,Washington Wizards,L,90,101
2018-02-12,CHI,Arizona Coyotes,L,1,6,CHI,Orlando Magic,W,105,101
2018-02-24,CHI,Columbus Blue Jackets,L,2,3,CHI,Minnesota Timberwolves,L,104,122
2018-03-11,CHI,Boston Bruins,W,3,1,CHI,Atlanta Hawks,W,129,122
2018-03-15,CHI,Winnipeg Jets,L,2,6,CHI,Memphis Grizzlies,W,111,110
2018-03-17,CHI,Buffalo Sabres,L,3,5,CHI,Cleveland Cavaliers,L,109,114
2018-03-24,CHI,New York Islanders,W,3,1,CHI,Detroit Pistons,L,95,117
2018-03-29,CHI,Winnipeg Jets,W,6,2,CHI,Miami Heat,L,92,103
2018-03-30,CHI,Colorado Avalanche,L,0,5,CHI,Orlando Magic,W,90,82
2018-04-06,CHI,St. Louis Blues,L,1,4,CHI,Boston Celtics,L,104,111
2018-04-07,CHI,Winnipeg Jets,L,1,4,CHI,Brooklyn Nets,L,96,124
2018-10-18,CHI,Arizona Coyotes,L,1,4,CHI,Philadelphia 76ers,L,108,127
2018-10-20,CHI,Columbus Blue Jackets,W,4,1,CHI,Detroit Pistons,L,116,118
2018-10-27,CHI,St. Louis Blues,L,3,7,CHI,Atlanta Hawks,W,97,85
2018-10-31,CHI,Vancouver Canucks,L,2,4,CHI,Denver Nuggets,L,107,108
2018-11-03,CHI,Calgary Flames,L,3,5,CHI,Houston Rockets,L,88,96
2018-11-10,CHI,Philadelphia Flyers,L,0,4,CHI,Cleveland Cavaliers,W,99,98
2018-11-12,CHI,Carolina Hurricanes,L,2,3,CHI,Dallas Mavericks,L,98,103
2018-11-14,CHI,St. Louis Blues,W,1,0,CHI,Boston Celtics,L,82,111
2018-11-16,CHI,Los Angeles Kings,L,1,2,CHI,Milwaukee Bucks,L,104,123
2018-11-21,CHI,Washington Capitals,L,2,4,CHI,Phoenix Suns,W,124,116
2018-11-23,CHI,Tampa Bay Lightning,L,2,4,CHI,Miami Heat,L,96,103
2018-11-24,CHI,Florida Panthers,W,5,4,CHI,Minnesota Timberwolves,L,96,111
2018-12-01,CHI,Nashville Predators,L,2,5,CHI,Houston Rockets,L,105,121
2018-12-21,CHI,Colorado Avalanche,W,2,1,CHI,Orlando Magic,W,90,80
2018-12-23,CHI,Florida Panthers,L,3,6,CHI,Cleveland Cavaliers,W,112,92
2019-01-06,CHI,Pittsburgh Penguins,W,5,3,CHI,Brooklyn Nets,L,100,117
2019-01-09,CHI,Nashville Predators,L,3,4,CHI,Portland Trail Blazers,L,112,124
2019-01-12,CHI,Vegas Golden Knights,L,3,4,CHI,Utah Jazz,L,102,110
2019-01-17,CHI,New York Rangers,L,3,4,CHI,Denver Nuggets,L,105,135
2019-02-02,CHI,Minnesota Wild,W,4,3,CHI,Charlotte Hornets,L,118,125
2019-02-22,CHI,Colorado Avalanche,L,3,5,CHI,Orlando Magic,W,110,109
2019-02-27,CHI,Anaheim Ducks,W,4,3,CHI,Memphis Grizzlies,W,109,107
2019-03-03,CHI,San Jose Sharks,L,2,5,CHI,Atlanta Hawks,L,118,123
2019-03-18,CHI,Vancouver Canucks,L,2,3,CHI,Phoenix Suns,W,116,101
2019-03-23,CHI,Colorado Avalanche,L,2,4,CHI,Utah Jazz,L,83,114
2019-03-26,CHI,Arizona Coyotes,L,0,1,CHI,Toronto Raptors,L,103,112
2019-03-30,CHI,Los Angeles Kings,L,2,3,CHI,Toronto Raptors,L,101,124
2019-04-01,CHI,Winnipeg Jets,L,3,4,CHI,New York Knicks,L,105,113
2019-04-03,CHI,St. Louis Blues,W,4,3,CHI,Washington Wizards,W,115,114
2019-04-06,CHI,Nashville Predators,L,2,5,CHI,Philadelphia 76ers,L,96,116
2019-10-26,CHI,Carolina Hurricanes,L,0,4,CHI,Toronto Raptors,L,84,108
2019-11-03,CHI,Anaheim Ducks,W,3,2,CHI,Indiana Pacers,L,95,108
2019-11-05,CHI,San Jose Sharks,L,2,4,CHI,Los Angeles Lakers,L,112,118
2019-11-09,CHI,Pittsburgh Penguins,L,2,3,CHI,Houston Rockets,L,94,117
2019-11-16,CHI,Nashville Predators,W,7,2,CHI,Brooklyn Nets,L,111,117
2019-11-23,CHI,Dallas Stars,L,1,2,CHI,Charlotte Hornets,W,116,115
2019-11-29,CHI,Colorado Avalanche,L,2,5,CHI,Portland Trail Blazers,L,103,107
