Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2022-12-07,ARI,Edmonton Oilers,L,2,8,PHO,Boston Celtics,L,98,125
2022-12-09,ARI,Boston Bruins,W,4,3,PHO,New Orleans Pelicans,L,117,128
2022-12-11,ARI,Philadelphia Flyers,W,5,4,PHO,New Orleans Pelicans,L,124,129
2022-12-13,ARI,San Jose Sharks,L,2,3,PHO,Houston Rockets,L,97,111
2022-12-17,ARI,Buffalo Sabres,L,2,5,PHO,New Orleans Pelicans,W,118,114
2022-12-19,ARI,Montreal Canadiens,L,2,3,PHO,Los Angeles Lakers,W,130,104
2022-12-23,ARI,Los Angeles Kings,W,2,1,PHO,Memphis Grizzlies,L,100,125
2022-12-27,ARI,Colorado Avalanche,W,6,3,PHO,Memphis Grizzlies,W,125,108
2023-01-06,ARI,Chicago Blackhawks,L,0,2,PHO,Miami Heat,L,96,104
2023-01-08,ARI,Pittsburgh Penguins,L,1,4,PHO,Cleveland Cavaliers,L,98,112
2023-01-10,ARI,San Jose Sharks,L,2,4,PHO,Golden State Warriors,W,125,113
2023-01-19,ARI,Washington Capitals,L,0,4,PHO,Brooklyn Nets,W,117,112
2023-01-21,ARI,Dallas Stars,L,0,4,PHO,Indiana Pacers,W,112,107
2023-01-22,ARI,Vegas Golden Knights,W,4,1,PHO,Memphis Grizzlies,W,112,110
2023-01-24,ARI,Anaheim Ducks,L,2,5,PHO,Charlotte Hornets,W,128,97
2023-01-26,ARI,St. Louis Blues,W,5,0,PHO,Dallas Mavericks,L,95,99
2023-01-28,ARI,Anaheim Ducks,L,1,2,PHO,San Antonio Spurs,W,128,118
2023-02-10,ARI,Chicago Blackhawks,L,3,4,PHO,Indiana Pacers,W,117,104
2023-02-26,ARI,Nashville Predators,,,,PHO,Milwaukee Bucks,,,
2023-03-01,ARI,Dallas Stars,,,,PHO,Charlotte Hornets,,,
2023-03-03,ARI,Carolina Hurricanes,,,,PHO,Chicago Bulls,,,
2023-03-05,ARI,New Jersey Devils,,,,PHO,Dallas Mavericks,,,
2023-03-11,ARI,Colorado Avalanche,,,,PHO,Sacramento Kings,,,
2023-03-14,ARI,Calgary Flames,,,,PHO,Milwaukee Bucks,,,
2023-03-16,ARI,Vancouver Canucks,,,,PHO,Orlando Magic,,,
2023-03-22,ARI,Edmonton Oilers,,,,PHO,Los Angeles Lakers,,,
2023-03-24,ARI,Colorado Avalanche,,,,PHO,Sacramento Kings,,,
2023-03-27,ARI,Edmonton Oilers,,,,PHO,Utah Jazz,,,
2023-03-31,ARI,Dallas Stars,,,,PHO,Denver Nuggets,,,
2023-04-06,ARI,Seattle Kraken,,,,PHO,Denver Nuggets,,,
