Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2021-03-25,NYR,Philadelphia Flyers,W,8,3,NYK,Washington Wizards,W,106,102
2021-03-27,NYR,Philadelphia Flyers,L,1,2,NYK,Milwaukee Bucks,W,102,96
2021-04-03,NYR,Buffalo Sabres,L,2,3,NYK,Detroit Pistons,W,125,81
2021-04-09,NYR,New York Islanders,W,4,1,NYK,Memphis Grizzlies,W,133,129
2021-04-11,NYR,New York Islanders,L,2,3,NYK,Toronto Raptors,W,102,96
2021-04-18,NYR,New Jersey Devils,W,5,3,NYK,New Orleans Pelicans,W,122,112
2021-04-20,NYR,New York Islanders,L,1,6,NYK,Charlotte Hornets,W,109,97
2021-05-03,NYR,Washington Capitals,L,3,6,NYK,Memphis Grizzlies,W,118,104
2021-05-05,NYR,Washington Capitals,L,2,4,NYK,Denver Nuggets,L,97,113
2021-11-05,NYR,Edmonton Oilers,L,5,6,NYK,Milwaukee Bucks,W,113,98
2021-11-08,NYR,Florida Panthers,W,4,3,NYK,Philadelphia 76ers,W,103,96
2021-11-21,NYR,Buffalo Sabres,W,5,4,NYK,Chicago Bulls,L,103,109
2021-11-26,NYR,Boston Bruins,W,5,2,NYK,Phoenix Suns,L,97,118
2021-12-04,NYR,Chicago Blackhawks,W,3,2,NYK,Denver Nuggets,L,99,113
2021-12-07,NYR,Chicago Blackhawks,W,6,2,NYK,San Antonio Spurs,W,121,109
2021-12-08,NYR,Colorado Avalanche,L,3,7,NYK,Indiana Pacers,L,102,122
2021-12-10,NYR,Buffalo Sabres,W,2,1,NYK,Toronto Raptors,L,87,90
2021-12-12,NYR,Nashville Predators,L,0,1,NYK,Milwaukee Bucks,L,97,112
2021-12-14,NYR,Colorado Avalanche,L,2,4,NYK,Golden State Warriors,L,96,105
2021-12-29,NYR,Florida Panthers,L,3,4,NYK,Detroit Pistons,W,94,85
2021-12-31,NYR,Tampa Bay Lightning,W,4,3,NYK,Oklahoma City Thunder,L,80,95
2022-01-02,NYR,Tampa Bay Lightning,W,4,0,NYK,Toronto Raptors,L,105,120
2022-01-06,NYR,Vegas Golden Knights,L,1,5,NYK,Boston Celtics,W,108,105
2022-01-08,NYR,Anaheim Ducks,W,4,1,NYK,Boston Celtics,L,75,99
2022-01-10,NYR,Los Angeles Kings,L,1,3,NYK,San Antonio Spurs,W,111,96
2022-01-15,NYR,Philadelphia Flyers,W,3,2,NYK,Atlanta Hawks,W,117,108
2022-01-24,NYR,Los Angeles Kings,W,3,2,NYK,Cleveland Cavaliers,L,93,95
2022-01-28,NYR,Minnesota Wild,L,2,3,NYK,Milwaukee Bucks,L,108,123
