Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2018-12-07,SJS,Dallas Stars,L,2,3,GSW,Milwaukee Bucks,W,105,95
2018-12-10,SJS,New Jersey Devils,W,5,2,GSW,Minnesota Timberwolves,W,116,108
2018-12-22,SJS,Los Angeles Kings,L,2,3,GSW,Dallas Mavericks,W,120,116
2018-12-23,SJS,Arizona Coyotes,L,3,4,GSW,Los Angeles Clippers,W,129,127
2018-12-27,SJS,Anaheim Ducks,W,4,2,GSW,Portland Trail Blazers,L,109,110
2018-12-29,SJS,Edmonton Oilers,W,7,4,GSW,Portland Trail Blazers,W,115,105
2018-12-31,SJS,Calgary Flames,L,5,8,GSW,Phoenix Suns,W,132,109
2019-01-05,SJS,Tampa Bay Lightning,W,5,2,GSW,Sacramento Kings,W,127,123
2019-01-08,SJS,Edmonton Oilers,W,7,2,GSW,New York Knicks,W,122,95
2019-01-15,SJS,Pittsburgh Penguins,W,5,2,GSW,Denver Nuggets,W,142,111
2019-01-16,SJS,Arizona Coyotes,L,3,6,GSW,New Orleans Pelicans,W,147,140
2019-01-21,SJS,Florida Panthers,L,2,6,GSW,Los Angeles Lakers,W,130,111
2019-02-02,SJS,Arizona Coyotes,W,3,2,GSW,Los Angeles Lakers,W,115,101
2019-02-21,SJS,Pittsburgh Penguins,W,4,0,GSW,Sacramento Kings,W,125,123
2019-02-23,SJS,Columbus Blue Jackets,L,0,4,GSW,Houston Rockets,L,112,118
2019-03-16,SJS,Nashville Predators,L,2,4,GSW,Oklahoma City Thunder,W,110,88
2019-03-18,SJS,Vegas Golden Knights,L,3,7,GSW,San Antonio Spurs,L,105,111
2019-03-21,SJS,Los Angeles Kings,L,2,4,GSW,Indiana Pacers,W,112,89
2019-03-31,SJS,Calgary Flames,L,3,5,GSW,Charlotte Hornets,W,137,90
2019-04-02,SJS,Vancouver Canucks,L,2,4,GSW,Denver Nuggets,W,116,102
2019-04-04,SJS,Edmonton Oilers,W,3,2,GSW,Los Angeles Lakers,W,108,90
2019-10-24,SJS,Montreal Canadiens,W,4,2,GSW,Los Angeles Clippers,L,122,141
2019-10-27,SJS,Ottawa Senators,L,2,5,GSW,Oklahoma City Thunder,L,92,120
2019-11-01,SJS,Winnipeg Jets,L,2,3,GSW,San Antonio Spurs,L,110,127
2019-11-02,SJS,Vancouver Canucks,L,2,5,GSW,Charlotte Hornets,L,87,93
2019-11-09,SJS,Nashville Predators,W,2,1,GSW,Oklahoma City Thunder,L,108,114
2019-11-19,SJS,Edmonton Oilers,L,2,5,GSW,Memphis Grizzlies,W,114,95
2019-11-25,SJS,Los Angeles Kings,W,4,3,GSW,Oklahoma City Thunder,L,97,100
2019-11-27,SJS,Winnipeg Jets,L,1,5,GSW,Chicago Bulls,W,104,90
2019-11-29,SJS,Los Angeles Kings,W,4,1,GSW,Miami Heat,L,105,122
2019-12-27,SJS,Los Angeles Kings,L,2,3,GSW,Phoenix Suns,W,105,96
2019-12-28,SJS,Philadelphia Flyers,W,6,1,GSW,Dallas Mavericks,L,121,141
2019-12-31,SJS,Detroit Red Wings,L,0,2,GSW,San Antonio Spurs,L,113,117
2020-01-02,SJS,Pittsburgh Penguins,W,3,2,GSW,Minnesota Timberwolves,L,84,99
2020-01-04,SJS,Columbus Blue Jackets,W,3,2,GSW,Detroit Pistons,L,104,111
2020-01-14,SJS,Arizona Coyotes,L,3,6,GSW,Dallas Mavericks,L,97,124
2020-01-16,SJS,Colorado Avalanche,L,0,4,GSW,Denver Nuggets,L,131,134
2020-01-18,SJS,Vancouver Canucks,L,1,4,GSW,Orlando Magic,W,109,95
2020-02-01,SJS,Tampa Bay Lightning,L,0,3,GSW,Cleveland Cavaliers,W,131,112
2020-02-10,SJS,Calgary Flames,L,2,6,GSW,Miami Heat,L,101,113
2020-02-20,SJS,New Jersey Devils,L,1,2,GSW,Houston Rockets,L,105,135
2020-02-23,SJS,New York Islanders,L,1,4,GSW,New Orleans Pelicans,L,101,115
2020-02-25,SJS,Philadelphia Flyers,L,2,4,GSW,Sacramento Kings,L,94,112
2020-02-27,SJS,New Jersey Devils,W,3,2,GSW,Los Angeles Lakers,L,86,116
2020-02-29,SJS,Pittsburgh Penguins,W,5,0,GSW,Phoenix Suns,W,115,99
2020-03-03,SJS,Toronto Maple Leafs,W,5,2,GSW,Denver Nuggets,W,116,100
2020-03-05,SJS,Minnesota Wild,L,2,3,GSW,Toronto Raptors,L,113,121
2020-03-07,SJS,Ottawa Senators,L,1,2,GSW,Philadelphia 76ers,W,118,114
2021-01-14,SJS,Arizona Coyotes,W,4,3,GSW,Denver Nuggets,L,104,114
