Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2017-10-21,TOR,Ottawa Senators,L,3,6,TOR,Philadelphia 76ers,W,128,94
2017-10-23,TOR,Los Angeles Kings,W,3,2,TOR,San Antonio Spurs,L,97,101
2017-10-30,TOR,San Jose Sharks,L,2,3,TOR,Portland Trail Blazers,W,99,85
2017-11-01,TOR,Anaheim Ducks,W,3,1,TOR,Denver Nuggets,L,111,129
2017-11-22,TOR,Florida Panthers,L,1,2,TOR,New York Knicks,L,100,108
2017-11-24,TOR,Carolina Hurricanes,W,5,4,TOR,Indiana Pacers,L,104,107
2017-11-25,TOR,Washington Capitals,L,2,4,TOR,Atlanta Hawks,W,112,78
2017-12-10,TOR,Edmonton Oilers,W,1,0,TOR,Sacramento Kings,W,102,87
2017-12-15,TOR,Detroit Red Wings,L,1,3,TOR,Brooklyn Nets,W,120,87
2017-12-20,TOR,Columbus Blue Jackets,L,2,4,TOR,Charlotte Hornets,W,129,111
2017-12-23,TOR,New York Rangers,W,3,2,TOR,Philadelphia 76ers,W,102,86
2017-12-29,TOR,Colorado Avalanche,L,3,4,TOR,Atlanta Hawks,W,111,98
2018-01-08,TOR,Columbus Blue Jackets,L,2,3,TOR,Brooklyn Nets,W,114,113
2018-01-20,TOR,Ottawa Senators,W,4,3,TOR,Minnesota Timberwolves,L,109,115
2018-01-24,TOR,Chicago Blackhawks,W,3,2,TOR,Atlanta Hawks,W,108,93
2018-02-01,TOR,New York Rangers,W,4,0,TOR,Washington Wizards,L,119,122
2018-02-14,TOR,Columbus Blue Jackets,W,6,3,TOR,Chicago Bulls,W,122,98
2018-02-26,TOR,Tampa Bay Lightning,L,3,4,TOR,Detroit Pistons,W,123,94
2018-03-15,TOR,Buffalo Sabres,W,5,2,TOR,Indiana Pacers,W,106,99
2018-03-20,TOR,Tampa Bay Lightning,L,3,4,TOR,Orlando Magic,W,93,86
2018-03-31,TOR,Winnipeg Jets,L,1,3,TOR,Boston Celtics,L,99,110
2018-10-20,TOR,St. Louis Blues,L,1,4,TOR,Washington Wizards,W,117,113
2018-10-24,TOR,Winnipeg Jets,W,4,2,TOR,Minnesota Timberwolves,W,112,105
2018-10-29,TOR,Calgary Flames,L,1,3,TOR,Milwaukee Bucks,L,109,124
2018-11-10,TOR,Boston Bruins,L,1,5,TOR,New York Knicks,W,128,112
2018-11-16,TOR,Anaheim Ducks,W,2,1,TOR,Boston Celtics,L,116,123
2018-11-21,TOR,Carolina Hurricanes,L,2,5,TOR,Atlanta Hawks,W,124,108
2018-11-23,TOR,Columbus Blue Jackets,L,2,4,TOR,Washington Wizards,W,125,107
2018-12-01,TOR,Minnesota Wild,W,5,3,TOR,Cleveland Cavaliers,W,106,95
2018-12-11,TOR,Carolina Hurricanes,W,4,1,TOR,Los Angeles Clippers,W,123,99
2018-12-22,TOR,New York Rangers,W,5,3,TOR,Philadelphia 76ers,L,101,126
2018-12-28,TOR,Columbus Blue Jackets,W,4,2,TOR,Orlando Magic,L,87,116
2019-01-03,TOR,Minnesota Wild,L,3,4,TOR,San Antonio Spurs,L,107,125
2019-01-05,TOR,Vancouver Canucks,W,5,0,TOR,Milwaukee Bucks,W,123,116
2019-01-17,TOR,Tampa Bay Lightning,W,4,2,TOR,Phoenix Suns,W,111,109
2019-01-23,TOR,Washington Capitals,W,6,3,TOR,Indiana Pacers,L,106,110
2019-02-09,TOR,Montreal Canadiens,W,4,3,TOR,New York Knicks,W,104,99
2019-03-11,TOR,Tampa Bay Lightning,L,2,6,TOR,Cleveland Cavaliers,L,101,126
2019-03-20,TOR,Buffalo Sabres,W,4,2,TOR,Oklahoma City Thunder,W,123,114
2019-03-30,TOR,Ottawa Senators,L,2,4,TOR,Chicago Bulls,W,124,101
