Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2015-11-24,DAL,Ottawa Senators,L,4,7,DAL,Memphis Grizzlies,L,96,110
2015-11-28,DAL,Minnesota Wild,W,4,3,DAL,Denver Nuggets,W,92,81
2015-12-01,DAL,Calgary Flames,L,3,4,DAL,Portland Trail Blazers,W,115,112
2015-12-04,DAL,Edmonton Oilers,L,1,2,DAL,Houston Rockets,L,96,100
2015-12-12,DAL,St. Louis Blues,L,0,3,DAL,Washington Wizards,L,111,114
2015-12-22,DAL,Chicago Blackhawks,W,4,0,DAL,Toronto Raptors,L,99,103
2015-12-26,DAL,St. Louis Blues,L,2,3,DAL,Chicago Bulls,W,118,111
2016-01-02,DAL,New Jersey Devils,L,2,3,DAL,New Orleans Pelicans,L,98,105
2016-01-05,DAL,New York Rangers,L,2,6,DAL,Sacramento Kings,W,117,116
2016-01-15,DAL,Anaheim Ducks,L,2,4,DAL,Chicago Bulls,W,83,77
2016-02-06,DAL,Chicago Blackhawks,L,1,5,DAL,Memphis Grizzlies,W,114,110
2016-02-09,DAL,Minnesota Wild,W,4,3,DAL,Utah Jazz,L,119,121
2016-03-01,DAL,Nashville Predators,L,3,5,DAL,Orlando Magic,W,121,108
2016-03-06,DAL,Ottawa Senators,W,2,1,DAL,Denver Nuggets,L,114,116
2016-03-12,DAL,St. Louis Blues,L,4,5,DAL,Indiana Pacers,L,105,112
2016-04-03,DAL,Anaheim Ducks,L,1,3,DAL,Minnesota Timberwolves,W,88,78
2016-11-06,DAL,Chicago Blackhawks,L,3,4,DAL,Milwaukee Bucks,W,86,75
2016-11-08,DAL,Winnipeg Jets,L,2,8,DAL,Los Angeles Lakers,W,109,97
2016-11-19,DAL,Edmonton Oilers,L,2,5,DAL,Orlando Magic,L,87,95
2016-11-21,DAL,Minnesota Wild,W,3,2,DAL,San Antonio Spurs,L,91,96
