NHL Team,Date,Opponent,Result,Team Score,Opponent Score
DAL,2013-04-05,Anaheim Ducks,W,3,1
DAL,2013-04-07,San Jose Sharks,W,5,4
DAL,2013-04-09,Los Angeles Kings,W,5,1
DAL,2013-04-12,Nashville Predators,W,5,2
DAL,2013-04-13,San Jose Sharks,W,2,1
DAL,2013-04-15,Chicago Blackhawks,L,2,5
DAL,2013-04-18,Vancouver Canucks,W,5,1
DAL,2013-04-19,St. Louis Blues,L,1,2
DAL,2013-04-21,Los Angeles Kings,L,3,4
DAL,2013-04-23,San Jose Sharks,L,2,3
DAL,2013-04-25,Columbus Blue Jackets,L,1,3
DAL,2013-04-27,Detroit Red Wings,L,0,3
DAL,2013-10-03,Florida Panthers,L,2,4
DAL,2013-10-05,Washington Capitals,W,2,1
DAL,2013-10-11,Winnipeg Jets,W,4,1
DAL,2013-10-12,Minnesota Wild,L,1,5
DAL,2013-10-15,Colorado Avalanche,L,2,3
DAL,2013-10-17,San Jose Sharks,W,4,3
DAL,2013-10-19,Los Angeles Kings,L,2,5
DAL,2013-10-20,Anaheim Ducks,L,3,6
DAL,2013-10-24,Calgary Flames,W,5,1
DAL,2013-10-26,Winnipeg Jets,L,1,2
DAL,2013-10-28,Buffalo Sabres,W,4,3
DAL,2013-10-29,Montreal Canadiens,L,1,2
DAL,2013-11-01,Colorado Avalanche,L,2,3
DAL,2013-11-03,Ottawa Senators,W,4,3
DAL,2013-11-05,Boston Bruins,W,3,2
DAL,2013-11-07,Detroit Red Wings,W,4,3
DAL,2013-11-09,Chicago Blackhawks,L,2,5
DAL,2013-11-13,Edmonton Oilers,W,3,0
DAL,2013-11-14,Calgary Flames,W,7,3
DAL,2013-11-17,Vancouver Canucks,W,2,1
DAL,2013-11-21,New York Rangers,L,2,3
DAL,2013-11-23,St. Louis Blues,L,1,6
DAL,2013-11-26,Anaheim Ducks,W,6,3
DAL,2013-11-29,Chicago Blackhawks,L,1,2
DAL,2013-12-01,Edmonton Oilers,L,2,3
DAL,2013-12-03,Chicago Blackhawks,W,4,3
DAL,2013-12-05,Toronto Maple Leafs,L,2,3
DAL,2013-12-07,Philadelphia Flyers,W,5,1
DAL,2013-12-10,Chicago Blackhawks,L,2,6
DAL,2013-12-12,Nashville Predators,L,1,3
DAL,2013-12-14,Winnipeg Jets,W,6,4
DAL,2013-12-16,Colorado Avalanche,L,2,6
DAL,2013-12-17,Colorado Avalanche,W,3,2
DAL,2013-12-19,Vancouver Canucks,W,4,1
DAL,2013-12-21,San Jose Sharks,L,2,3
DAL,2013-12-23,Los Angeles Kings,W,5,2
DAL,2013-12-27,Nashville Predators,W,4,1
DAL,2013-12-29,St. Louis Blues,L,2,3
DAL,2013-12-31,Los Angeles Kings,W,3,2
DAL,2014-01-02,Montreal Canadiens,L,4,6
DAL,2014-01-04,Detroit Red Wings,L,1,5
DAL,2014-01-06,New York Islanders,L,3,7
DAL,2014-01-09,New Jersey Devils,L,0,1
DAL,2014-01-10,New York Rangers,L,2,3
DAL,2014-01-12,New York Islanders,L,2,4
DAL,2014-01-14,Edmonton Oilers,W,5,2
DAL,2014-01-16,Boston Bruins,L,2,4
DAL,2014-01-18,Minnesota Wild,L,2,3
DAL,2014-01-20,Nashville Predators,L,1,4
DAL,2014-01-21,Minnesota Wild,W,4,0
DAL,2014-01-23,Toronto Maple Leafs,W,7,1
DAL,2014-01-25,Pittsburgh Penguins,W,3,0
DAL,2014-01-27,Colorado Avalanche,L,3,4
DAL,2014-01-30,New Jersey Devils,L,2,3
DAL,2014-02-01,Anaheim Ducks,W,2,0
DAL,2014-02-04,Phoenix Coyotes,W,3,1
DAL,2014-02-05,San Jose Sharks,L,1,2
DAL,2014-02-08,Phoenix Coyotes,W,2,1
DAL,2014-02-27,Carolina Hurricanes,W,4,1
DAL,2014-03-01,Tampa Bay Lightning,L,2,4
DAL,2014-03-03,Buffalo Sabres,W,3,2
DAL,2014-03-04,Columbus Blue Jackets,L,2,4
DAL,2014-03-06,Vancouver Canucks,W,6,1
DAL,2014-03-08,Minnesota Wild,W,4,3
DAL,2014-03-11,St. Louis Blues,W,3,2
DAL,2014-03-14,Calgary Flames,L,3,4
DAL,2014-03-16,Winnipeg Jets,L,2,7
DAL,2014-03-18,Pittsburgh Penguins,L,1,5
DAL,2014-03-20,Philadelphia Flyers,L,2,4
DAL,2014-03-22,Ottawa Senators,W,3,1
DAL,2014-03-24,Winnipeg Jets,W,2,1
DAL,2014-03-25,Chicago Blackhawks,L,2,4
DAL,2014-03-28,Nashville Predators,W,7,3
DAL,2014-03-29,St. Louis Blues,W,4,2
DAL,2014-04-01,Washington Capitals,W,5,0
DAL,2014-04-03,Carolina Hurricanes,L,1,4
DAL,2014-04-05,Tampa Bay Lightning,W,5,2
DAL,2014-04-06,Florida Panthers,L,2,3
DAL,2014-04-08,Nashville Predators,W,3,2
DAL,2014-04-09,Columbus Blue Jackets,L,1,3
DAL,2014-04-11,St. Louis Blues,W,3,0
DAL,2014-04-13,Phoenix Coyotes,L,1,2
DAL,2014-10-09,Chicago Blackhawks,L,2,3
DAL,2014-10-11,Nashville Predators,L,1,4
DAL,2014-10-14,Columbus Blue Jackets,W,4,2
DAL,2014-10-16,Pittsburgh Penguins,W,3,2
DAL,2014-10-18,Philadelphia Flyers,L,5,6
DAL,2014-10-21,Vancouver Canucks,W,6,3
DAL,2014-10-24,New Jersey Devils,W,3,2
DAL,2014-10-25,New York Islanders,L,5,7
DAL,2014-10-28,St. Louis Blues,L,3,4
DAL,2014-10-31,Anaheim Ducks,L,1,2
DAL,2014-11-01,Minnesota Wild,L,1,4
DAL,2014-11-04,Los Angeles Kings,L,1,3
DAL,2014-11-06,Nashville Predators,L,2,3
DAL,2014-11-08,San Jose Sharks,L,3,5
DAL,2014-11-11,Arizona Coyotes,W,4,3
DAL,2014-11-13,Los Angeles Kings,W,2,0
DAL,2014-11-15,Minnesota Wild,L,1,2
DAL,2014-11-16,Chicago Blackhawks,L,2,6
DAL,2014-11-18,Carolina Hurricanes,L,4,6
DAL,2014-11-20,Arizona Coyotes,W,3,1
DAL,2014-11-22,Los Angeles Kings,W,5,4
DAL,2014-11-25,Edmonton Oilers,W,3,2
DAL,2014-11-28,Minnesota Wild,L,4,5
DAL,2014-11-29,Colorado Avalanche,L,2,5
DAL,2014-12-02,Toronto Maple Leafs,L,3,5
DAL,2014-12-04,Detroit Red Wings,L,2,5
DAL,2014-12-06,Montreal Canadiens,W,4,1
DAL,2014-12-09,Winnipeg Jets,L,2,5
DAL,2014-12-13,New Jersey Devils,W,4,3
DAL,2014-12-17,Vancouver Canucks,W,2,0
DAL,2014-12-19,Calgary Flames,W,2,1
DAL,2014-12-21,Edmonton Oilers,W,6,5
DAL,2014-12-23,Toronto Maple Leafs,L,0,4
DAL,2014-12-27,St. Louis Blues,W,4,3
DAL,2014-12-29,New York Rangers,W,3,2
DAL,2014-12-31,Arizona Coyotes,W,6,0
DAL,2015-01-03,Minnesota Wild,W,7,1
DAL,2015-01-04,Chicago Blackhawks,L,4,5
DAL,2015-01-06,Columbus Blue Jackets,L,2,4
DAL,2015-01-08,Nashville Predators,L,2,3
DAL,2015-01-10,Colorado Avalanche,L,3,4
DAL,2015-01-13,Ottawa Senators,W,5,4
DAL,2015-01-15,Winnipeg Jets,L,1,2
DAL,2015-01-17,Washington Capitals,W,5,4
DAL,2015-01-18,Chicago Blackhawks,W,6,3
DAL,2015-01-20,Boston Bruins,L,1,3
DAL,2015-01-27,Montreal Canadiens,L,2,3
DAL,2015-01-29,Ottawa Senators,W,6,3
DAL,2015-01-31,Winnipeg Jets,W,5,2
DAL,2015-02-03,Colorado Avalanche,L,2,3
DAL,2015-02-05,Tampa Bay Lightning,L,3,5
DAL,2015-02-07,Buffalo Sabres,L,2,3
DAL,2015-02-08,New York Rangers,W,3,2
DAL,2015-02-10,Boston Bruins,W,5,3
DAL,2015-02-13,Florida Panthers,W,2,0
DAL,2015-02-14,Colorado Avalanche,L,1,4
DAL,2015-02-17,St. Louis Blues,W,4,1
DAL,2015-02-19,San Jose Sharks,L,2,5
DAL,2015-02-21,Detroit Red Wings,L,6,7
DAL,2015-02-22,Minnesota Wild,L,2,6
DAL,2015-02-24,Winnipeg Jets,L,2,4
DAL,2015-02-27,Colorado Avalanche,L,4,5
DAL,2015-03-01,Anaheim Ducks,L,1,3
DAL,2015-03-03,New York Islanders,W,3,2
DAL,2015-03-05,Florida Panthers,W,4,3
DAL,2015-03-07,Tampa Bay Lightning,L,4,5
DAL,2015-03-10,Philadelphia Flyers,W,2,1
DAL,2015-03-12,Carolina Hurricanes,W,5,3
DAL,2015-03-13,Washington Capitals,W,4,2
DAL,2015-03-15,St. Louis Blues,L,0,3
DAL,2015-03-19,Pittsburgh Penguins,W,2,1
DAL,2015-03-21,Chicago Blackhawks,W,4,0
DAL,2015-03-23,Buffalo Sabres,W,4,3
DAL,2015-03-25,Calgary Flames,W,4,3
DAL,2015-03-27,Edmonton Oilers,L,0,4
DAL,2015-03-28,Vancouver Canucks,W,4,3
DAL,2015-03-30,Calgary Flames,L,3,5
DAL,2015-04-03,St. Louis Blues,L,5,7
DAL,2015-04-04,Nashville Predators,W,4,3
DAL,2015-04-06,San Jose Sharks,W,5,1
DAL,2015-04-08,Anaheim Ducks,W,4,0
DAL,2015-04-11,Nashville Predators,W,4,1
DAL,2015-10-08,Pittsburgh Penguins,W,3,0
DAL,2015-10-10,Colorado Avalanche,L,3,6
DAL,2015-10-13,Edmonton Oilers,W,4,2
DAL,2015-10-15,Tampa Bay Lightning,W,5,3
DAL,2015-10-17,Florida Panthers,W,4,2
DAL,2015-10-20,Philadelphia Flyers,W,2,1
DAL,2015-10-22,Pittsburgh Penguins,W,4,1
DAL,2015-10-24,Florida Panthers,L,2,6
DAL,2015-10-27,Anaheim Ducks,W,4,3
DAL,2015-10-29,Vancouver Canucks,W,4,3
DAL,2015-10-31,San Jose Sharks,W,5,3
DAL,2015-11-02,Toronto Maple Leafs,L,1,4
DAL,2015-11-03,Boston Bruins,W,5,3
