NBA Team,Date,Start,Opponent,Result,Team Score,Opponent Score
BOS,2014-11-23,6:00p,Portland Trail Blazers,L,88,94
BOS,2014-11-28,1:00p,Chicago Bulls,L,102,109
BOS,2014-11-30,1:00p,San Antonio Spurs,L,89,111
BOS,2014-12-02,7:30p,Atlanta Hawks,L,105,109
BOS,2014-12-03,7:30p,Detroit Pistons,W,109,102
BOS,2014-12-05,7:30p,Los Angeles Lakers,W,113,96
BOS,2014-12-07,1:00p,Washington Wizards,W,101,93
BOS,2014-12-08,7:00p,Washington Wizards,L,132,133
BOS,2014-12-10,7:00p,Charlotte Hornets,L,87,96
BOS,2014-12-12,7:30p,New York Knicks,L,95,101
BOS,2014-12-15,7:00p,Philadelphia 76ers,W,105,87
BOS,2014-12-17,7:30p,Orlando Magic,W,109,92
BOS,2014-12-19,7:30p,Minnesota Timberwolves,W,114,98
BOS,2014-12-21,6:00p,Miami Heat,L,84,100
BOS,2014-12-23,7:00p,Orlando Magic,L,95,100
BOS,2014-12-26,1:00p,Brooklyn Nets,L,107,109
BOS,2014-12-27,7:00p,Washington Wizards,L,88,101
BOS,2014-12-31,1:00p,Sacramento Kings,W,106,84
BOS,2015-01-02,7:30p,Dallas Mavericks,L,101,119
BOS,2015-01-03,8:00p,Chicago Bulls,L,104,109
BOS,2015-01-05,7:30p,Charlotte Hornets,L,95,104
BOS,2015-01-07,7:30p,Brooklyn Nets,W,89,81
BOS,2015-01-09,7:00p,Indiana Pacers,L,103,107
BOS,2015-01-10,7:30p,Toronto Raptors,L,96,109
BOS,2015-01-12,7:30p,New Orleans Pelicans,W,108,100
BOS,2015-01-14,8:00p,Atlanta Hawks,L,91,105
BOS,2015-01-16,7:30p,Chicago Bulls,L,103,119
BOS,2015-01-19,3:30p,Los Angeles Clippers,L,93,102
BOS,2015-01-22,10:00p,Portland Trail Blazers,W,90,89
BOS,2015-01-23,9:00p,Denver Nuggets,W,100,99
BOS,2015-01-25,8:00p,Golden State Warriors,L,111,114
BOS,2015-01-26,9:00p,Utah Jazz,W,99,90
BOS,2015-01-28,8:00p,Minnesota Timberwolves,L,98,110
BOS,2015-01-30,7:30p,Houston Rockets,L,87,93
BOS,2015-02-01,1:00p,Miami Heat,L,75,83
BOS,2015-02-03,7:30p,New York Knicks,W,108,97
BOS,2015-02-04,7:30p,Denver Nuggets,W,104,100
BOS,2015-02-06,7:30p,Philadelphia 76ers,W,107,96
BOS,2015-02-07,8:30p,Milwaukee Bucks,L,93,96
BOS,2015-02-11,7:30p,Atlanta Hawks,W,89,88
BOS,2015-02-20,10:00p,Sacramento Kings,L,101,109
BOS,2015-02-22,9:30p,Los Angeles Lakers,L,111,118
BOS,2015-02-23,9:00p,Phoenix Suns,W,115,110
BOS,2015-02-25,7:30p,New York Knicks,W,115,94
BOS,2015-02-27,7:30p,Charlotte Hornets,W,106,98
BOS,2015-03-01,6:00p,Golden State Warriors,L,101,106
BOS,2015-03-03,7:00p,Cleveland Cavaliers,L,79,110
BOS,2015-03-04,7:30p,Utah Jazz,W,85,84
BOS,2015-03-06,8:00p,New Orleans Pelicans,W,104,98
BOS,2015-03-08,6:00p,Orlando Magic,L,98,103
BOS,2015-03-09,7:30p,Miami Heat,W,100,90
BOS,2015-03-11,7:30p,Memphis Grizzlies,W,95,92
BOS,2015-03-13,7:30p,Orlando Magic,W,95,88
BOS,2015-03-14,7:00p,Indiana Pacers,W,93,89
BOS,2015-03-16,7:30p,Philadelphia 76ers,W,108,89
BOS,2015-03-18,8:00p,Oklahoma City Thunder,L,118,122
BOS,2015-03-20,8:30p,San Antonio Spurs,L,89,101
BOS,2015-03-22,6:00p,Detroit Pistons,L,97,105
BOS,2015-03-23,7:30p,Brooklyn Nets,W,110,91
BOS,2015-03-25,7:30p,Miami Heat,L,86,93
BOS,2015-03-27,7:30p,New York Knicks,W,96,92
BOS,2015-03-29,6:00p,Los Angeles Clippers,L,106,119
BOS,2015-03-30,7:00p,Charlotte Hornets,W,116,104
BOS,2015-04-01,7:30p,Indiana Pacers,W,100,87
BOS,2015-04-03,7:30p,Milwaukee Bucks,L,101,110
BOS,2015-04-04,7:30p,Toronto Raptors,W,117,116
BOS,2015-04-08,7:00p,Detroit Pistons,W,113,103
BOS,2015-04-10,7:30p,Cleveland Cavaliers,W,99,90
BOS,2015-04-12,3:00p,Cleveland Cavaliers,W,117,78
BOS,2015-04-14,7:30p,Toronto Raptors,W,95,93
BOS,2015-04-15,8:00p,Milwaukee Bucks,W,105,100
BOS,2015-10-28,7:30p,Philadelphia 76ers,W,112,95
BOS,2015-10-30,7:30p,Toronto Raptors,L,103,113
BOS,2015-11-01,3:30p,San Antonio Spurs,L,87,95
BOS,2015-11-04,7:00p,Indiana Pacers,L,98,100
BOS,2015-11-06,7:30p,Washington Wizards,W,118,98
BOS,2015-11-10,8:00p,Milwaukee Bucks,W,99,83
BOS,2015-11-11,7:30p,Indiana Pacers,L,91,102
BOS,2015-11-13,7:30p,Atlanta Hawks,W,106,93
BOS,2015-11-15,7:00p,Oklahoma City Thunder,W,100,85
BOS,2015-11-16,8:00p,Houston Rockets,W,111,95
BOS,2015-11-18,7:30p,Dallas Mavericks,L,102,106
BOS,2015-11-20,7:30p,Brooklyn Nets,W,120,95
BOS,2015-11-22,6:00p,Brooklyn Nets,L,101,111
BOS,2015-11-24,8:00p,Atlanta Hawks,L,97,121
BOS,2015-11-25,7:30p,Philadelphia 76ers,W,84,80
BOS,2015-11-27,7:30p,Washington Wizards,W,111,78
BOS,2015-11-29,6:00p,Orlando Magic,L,91,110
BOS,2015-11-30,7:30p,Miami Heat,W,105,95
BOS,2015-12-03,10:00p,Sacramento Kings,W,114,97
BOS,2015-12-05,8:30p,San Antonio Spurs,L,105,108
BOS,2015-12-07,8:00p,New Orleans Pelicans,W,111,93
BOS,2015-12-09,7:00p,Chicago Bulls,W,105,100
BOS,2015-12-11,7:30p,Golden State Warriors,L,119,124
BOS,2015-12-12,7:00p,Charlotte Hornets,W,98,93
BOS,2015-12-15,7:30p,Cleveland Cavaliers,L,77,89
BOS,2015-12-16,7:30p,Detroit Pistons,L,116,119
BOS,2015-12-18,7:30p,Atlanta Hawks,L,101,109
BOS,2015-12-21,7:30p,Minnesota Timberwolves,W,113,99
BOS,2015-12-23,7:00p,Charlotte Hornets,W,102,89
BOS,2015-12-26,7:30p,Detroit Pistons,W,99,93
BOS,2015-12-27,7:00p,New York Knicks,W,100,91
BOS,2015-12-30,7:30p,Los Angeles Lakers,L,104,112
BOS,2016-01-02,3:00p,Brooklyn Nets,L,97,100
BOS,2016-01-04,7:30p,Brooklyn Nets,W,103,94
BOS,2016-01-06,7:30p,Detroit Pistons,L,94,99
BOS,2016-01-07,8:00p,Chicago Bulls,L,92,101
BOS,2016-01-10,6:00p,Memphis Grizzlies,L,98,101
BOS,2016-01-12,7:30p,New York Knicks,L,114,120
BOS,2016-01-13,8:00p,Indiana Pacers,W,103,94
BOS,2016-01-15,7:30p,Phoenix Suns,W,117,103
