NHL Team,Date,Opponent,Result,Team Score,Opponent Score
CHI,2013-04-07,Nashville Predators,W,5,3
CHI,2013-04-09,Minnesota Wild,W,1,0
CHI,2013-04-12,Detroit Red Wings,W,3,2
CHI,2013-04-14,St. Louis Blues,W,2,0
CHI,2013-04-15,Dallas Stars,W,5,2
CHI,2013-04-19,Nashville Predators,W,5,4
CHI,2013-04-20,Phoenix Coyotes,L,2,3
CHI,2013-04-22,Vancouver Canucks,L,1,3
CHI,2013-04-24,Edmonton Oilers,W,4,1
CHI,2013-04-26,Calgary Flames,W,3,1
CHI,2013-04-27,St. Louis Blues,L,1,3
CHI,2013-10-01,Washington Capitals,W,6,4
CHI,2013-10-05,Tampa Bay Lightning,L,2,3
CHI,2013-10-09,St. Louis Blues,L,2,3
CHI,2013-10-11,New York Islanders,W,3,2
CHI,2013-10-12,Buffalo Sabres,W,2,1
CHI,2013-10-15,Carolina Hurricanes,W,3,2
CHI,2013-10-17,St. Louis Blues,L,2,3
CHI,2013-10-19,Toronto Maple Leafs,W,3,1
CHI,2013-10-22,Florida Panthers,W,3,2
CHI,2013-10-24,Tampa Bay Lightning,L,5,6
CHI,2013-10-26,Minnesota Wild,L,3,5
CHI,2013-10-28,Minnesota Wild,W,5,1
CHI,2013-10-29,Ottawa Senators,W,6,5
CHI,2013-11-02,Winnipeg Jets,W,5,1
CHI,2013-11-03,Calgary Flames,L,2,3
CHI,2013-11-06,Winnipeg Jets,W,4,1
CHI,2013-11-09,Dallas Stars,W,5,2
CHI,2013-11-10,Edmonton Oilers,W,5,4
CHI,2013-11-14,Phoenix Coyotes,W,5,4
CHI,2013-11-16,Nashville Predators,L,2,7
CHI,2013-11-17,San Jose Sharks,W,5,1
CHI,2013-11-19,Colorado Avalanche,L,1,5
CHI,2013-11-21,Winnipeg Jets,W,6,3
CHI,2013-11-23,Vancouver Canucks,W,2,1
CHI,2013-11-25,Edmonton Oilers,W,5,1
CHI,2013-11-27,Calgary Flames,W,3,2
CHI,2013-11-29,Dallas Stars,W,2,1
CHI,2013-11-30,Phoenix Coyotes,W,5,2
CHI,2013-12-03,Dallas Stars,L,3,4
CHI,2013-12-05,Minnesota Wild,L,3,4
CHI,2013-12-06,Anaheim Ducks,L,2,3
CHI,2013-12-08,Florida Panthers,W,6,2
CHI,2013-12-10,Dallas Stars,W,6,2
CHI,2013-12-11,Philadelphia Flyers,W,7,2
CHI,2013-12-14,Toronto Maple Leafs,L,3,7
CHI,2013-12-15,Los Angeles Kings,W,3,1
CHI,2013-12-17,Nashville Predators,W,3,1
CHI,2013-12-20,Vancouver Canucks,L,2,3
CHI,2013-12-23,New Jersey Devils,W,5,2
CHI,2013-12-27,Colorado Avalanche,W,7,2
CHI,2013-12-28,St. Louis Blues,L,5,6
CHI,2013-12-30,Los Angeles Kings,W,1,0
CHI,2014-01-02,New York Islanders,L,2,3
CHI,2014-01-03,New Jersey Devils,W,5,3
CHI,2014-01-05,San Jose Sharks,L,2,3
CHI,2014-01-08,New York Rangers,L,2,3
CHI,2014-01-11,Montreal Canadiens,L,1,2
CHI,2014-01-12,Edmonton Oilers,W,5,3
CHI,2014-01-14,Colorado Avalanche,L,2,3
CHI,2014-01-17,Anaheim Ducks,W,4,2
CHI,2014-01-19,Boston Bruins,W,3,2
CHI,2014-01-22,Detroit Red Wings,L,4,5
CHI,2014-01-23,Minnesota Wild,L,1,2
CHI,2014-01-26,Winnipeg Jets,L,1,3
CHI,2014-01-28,Calgary Flames,L,4,5
CHI,2014-01-29,Vancouver Canucks,W,5,2
CHI,2014-02-01,San Jose Sharks,L,1,2
CHI,2014-02-03,Los Angeles Kings,W,5,3
CHI,2014-02-05,Anaheim Ducks,W,2,0
CHI,2014-02-07,Phoenix Coyotes,L,0,2
CHI,2014-02-27,New York Rangers,L,1,2
CHI,2014-03-01,Pittsburgh Penguins,W,5,1
CHI,2014-03-04,Colorado Avalanche,L,2,4
CHI,2014-03-06,Columbus Blue Jackets,W,6,1
CHI,2014-03-09,Buffalo Sabres,W,2,1
CHI,2014-03-12,Colorado Avalanche,L,2,3
CHI,2014-03-14,Nashville Predators,L,2,3
CHI,2014-03-16,Detroit Red Wings,W,4,1
CHI,2014-03-18,Philadelphia Flyers,L,2,3
CHI,2014-03-19,St. Louis Blues,W,4,0
CHI,2014-03-21,Carolina Hurricanes,W,3,2
CHI,2014-03-23,Nashville Predators,L,0,2
CHI,2014-03-25,Dallas Stars,W,4,2
CHI,2014-03-27,Boston Bruins,L,0,3
CHI,2014-03-28,Ottawa Senators,L,3,5
CHI,2014-03-30,Pittsburgh Penguins,L,1,4
CHI,2014-04-03,Minnesota Wild,W,3,2
CHI,2014-04-04,Columbus Blue Jackets,W,4,3
CHI,2014-04-06,St. Louis Blues,W,4,2
CHI,2014-04-09,Montreal Canadiens,W,3,2
CHI,2014-04-11,Washington Capitals,L,0,4
CHI,2014-04-12,Nashville Predators,L,5,7
CHI,2014-10-09,Dallas Stars,W,3,2
CHI,2014-10-11,Buffalo Sabres,W,6,2
CHI,2014-10-15,Calgary Flames,L,1,2
CHI,2014-10-18,Nashville Predators,W,2,1
CHI,2014-10-21,Philadelphia Flyers,W,4,0
CHI,2014-10-23,Nashville Predators,L,2,3
CHI,2014-10-25,St. Louis Blues,L,2,3
CHI,2014-10-26,Ottawa Senators,W,2,1
CHI,2014-10-28,Anaheim Ducks,L,0,1
CHI,2014-10-30,Ottawa Senators,W,5,4
CHI,2014-11-01,Toronto Maple Leafs,L,2,3
CHI,2014-11-02,Winnipeg Jets,L,0,1
CHI,2014-11-04,Montreal Canadiens,W,5,0
CHI,2014-11-07,Washington Capitals,L,2,3
CHI,2014-11-09,San Jose Sharks,W,5,2
CHI,2014-11-11,Tampa Bay Lightning,W,3,2
CHI,2014-11-14,Detroit Red Wings,L,1,4
CHI,2014-11-16,Dallas Stars,W,6,2
CHI,2014-11-20,Calgary Flames,W,4,3
CHI,2014-11-22,Edmonton Oilers,W,7,1
CHI,2014-11-23,Vancouver Canucks,L,1,4
CHI,2014-11-26,Colorado Avalanche,W,3,2
CHI,2014-11-28,Anaheim Ducks,W,4,1
CHI,2014-11-29,Los Angeles Kings,W,4,1
CHI,2014-12-03,St. Louis Blues,W,4,1
CHI,2014-12-05,Montreal Canadiens,W,4,3
CHI,2014-12-06,Nashville Predators,W,3,1
CHI,2014-12-09,New Jersey Devils,W,3,2
CHI,2014-12-11,Boston Bruins,W,3,2
CHI,2014-12-13,New York Islanders,L,2,3
CHI,2014-12-14,Calgary Flames,W,2,1
CHI,2014-12-16,Minnesota Wild,W,5,3
CHI,2014-12-20,Columbus Blue Jackets,L,2,3
CHI,2014-12-21,Toronto Maple Leafs,W,4,0
CHI,2014-12-23,Winnipeg Jets,L,1,5
CHI,2014-12-27,Colorado Avalanche,W,5,2
CHI,2014-12-29,Nashville Predators,W,5,4
CHI,2015-01-01,Washington Capitals,L,2,3
CHI,2015-01-04,Dallas Stars,W,5,4
CHI,2015-01-06,Colorado Avalanche,L,0,2
CHI,2015-01-08,Minnesota Wild,W,4,2
CHI,2015-01-09,Edmonton Oilers,L,2,5
CHI,2015-01-11,Minnesota Wild,W,4,1
CHI,2015-01-16,Winnipeg Jets,L,2,4
CHI,2015-01-18,Dallas Stars,L,3,6
CHI,2015-01-20,Arizona Coyotes,W,6,1
CHI,2015-01-21,Pittsburgh Penguins,W,3,2
CHI,2015-01-28,Los Angeles Kings,L,3,4
CHI,2015-01-30,Anaheim Ducks,W,4,1
CHI,2015-01-31,San Jose Sharks,L,0,2
CHI,2015-02-03,Minnesota Wild,L,0,3
CHI,2015-02-06,Winnipeg Jets,W,2,1
CHI,2015-02-08,St. Louis Blues,W,4,2
CHI,2015-02-09,Arizona Coyotes,L,2,3
CHI,2015-02-11,Vancouver Canucks,L,4,5
CHI,2015-02-13,New Jersey Devils,W,3,1
CHI,2015-02-15,Pittsburgh Penguins,W,2,1
CHI,2015-02-18,Detroit Red Wings,L,2,3
CHI,2015-02-20,Colorado Avalanche,L,1,4
CHI,2015-02-22,Boston Bruins,L,2,6
CHI,2015-02-24,Florida Panthers,W,3,2
CHI,2015-02-26,Florida Panthers,W,3,0
CHI,2015-02-27,Tampa Bay Lightning,L,0,4
CHI,2015-03-02,Carolina Hurricanes,W,5,2
CHI,2015-03-06,Edmonton Oilers,W,2,1
CHI,2015-03-08,New York Rangers,L,0,1
CHI,2015-03-12,Arizona Coyotes,W,2,1
CHI,2015-03-14,San Jose Sharks,W,6,2
CHI,2015-03-17,New York Islanders,W,4,1
CHI,2015-03-18,New York Rangers,W,1,0
CHI,2015-03-21,Dallas Stars,L,0,4
CHI,2015-03-23,Carolina Hurricanes,W,3,1
CHI,2015-03-25,Philadelphia Flyers,L,1,4
CHI,2015-03-27,Columbus Blue Jackets,L,2,5
CHI,2015-03-29,Winnipeg Jets,W,4,3
