NBA Team,Date,Start,Opponent,Result,Team Score,Opponent Score
PHO,2013-11-20,9:00p,Sacramento Kings,L,106,113
PHO,2013-11-22,7:00p,Charlotte Bobcats,W,98,91
PHO,2013-11-24,6:00p,Orlando Magic,W,104,96
PHO,2013-11-25,7:30p,Miami Heat,L,92,107
PHO,2013-11-27,9:00p,Portland Trail Blazers,W,120,106
PHO,2013-11-29,9:00p,Utah Jazz,W,112,101
PHO,2013-11-30,9:00p,Utah Jazz,L,104,112
PHO,2013-12-03,8:00p,Memphis Grizzlies,L,91,110
PHO,2013-12-04,8:00p,Houston Rockets,W,97,88
PHO,2013-12-06,9:00p,Toronto Raptors,W,106,97
PHO,2013-12-10,10:30p,Los Angeles Lakers,W,114,108
PHO,2013-12-13,9:00p,Sacramento Kings,W,116,107
PHO,2013-12-15,8:00p,Golden State Warriors,W,106,102
PHO,2013-12-18,9:00p,San Antonio Spurs,L,101,108
PHO,2013-12-20,9:00p,Denver Nuggets,W,103,99
PHO,2013-12-21,9:00p,Dallas Mavericks,W,123,108
PHO,2013-12-23,9:00p,Los Angeles Lakers,W,117,90
PHO,2013-12-27,10:30p,Golden State Warriors,L,86,115
PHO,2013-12-28,9:00p,Philadelphia 76ers,W,115,101
PHO,2013-12-30,10:30p,Los Angeles Clippers,W,107,88
PHO,2014-01-02,9:00p,Memphis Grizzlies,L,91,99
PHO,2014-01-04,9:00p,Milwaukee Bucks,W,116,100
PHO,2014-01-07,8:00p,Chicago Bulls,L,87,92
PHO,2014-01-08,9:30p,Minnesota Timberwolves,W,104,103
PHO,2014-01-10,8:00p,Memphis Grizzlies,L,99,104
PHO,2014-01-11,7:30p,Detroit Pistons,L,108,110
PHO,2014-01-13,7:30p,New York Knicks,L,96,98
PHO,2014-01-15,9:00p,Los Angeles Lakers,W,121,114
PHO,2014-01-17,9:00p,Dallas Mavericks,L,107,110
PHO,2014-01-19,8:00p,Denver Nuggets,W,117,103
PHO,2014-01-22,10:30p,Indiana Pacers,W,124,100
PHO,2014-01-24,9:00p,Washington Wizards,L,95,101
PHO,2014-01-26,6:00p,Cleveland Cavaliers,W,99,90
PHO,2014-01-27,7:00p,Philadelphia 76ers,W,124,113
PHO,2014-01-29,8:00p,Milwaukee Bucks,W,126,117
PHO,2014-01-30,7:00p,Indiana Pacers,W,102,94
PHO,2014-02-01,9:00p,Charlotte Bobcats,W,105,95
PHO,2014-02-04,9:00p,Chicago Bulls,L,92,101
PHO,2014-02-05,8:00p,Houston Rockets,L,108,122
PHO,2014-02-08,9:00p,Golden State Warriors,W,122,109
PHO,2014-02-11,9:00p,Miami Heat,L,97,103
PHO,2014-02-18,9:00p,Denver Nuggets,W,112,107
PHO,2014-02-19,9:00p,Boston Celtics,W,100,94
PHO,2014-02-21,9:00p,San Antonio Spurs,W,106,85
PHO,2014-02-23,9:00p,Houston Rockets,L,112,115
PHO,2014-02-25,9:00p,Minnesota Timberwolves,L,101,110
PHO,2014-02-26,9:00p,Utah Jazz,L,86,109
PHO,2014-02-28,10:30p,New Orleans Pelicans,W,116,104
PHO,2014-03-02,8:00p,Atlanta Hawks,W,129,120
PHO,2014-03-04,9:00p,Los Angeles Clippers,L,96,104
