NHL Team,Date,Opponent,Result,Team Score,Opponent Score
FLA,2016-02-04,Detroit Red Wings,W,6,3
FLA,2016-02-06,Pittsburgh Penguins,L,2,3
FLA,2016-02-08,Detroit Red Wings,L,0,3
FLA,2016-02-09,Buffalo Sabres,W,7,4
FLA,2016-02-12,St. Louis Blues,L,3,5
FLA,2016-02-13,Nashville Predators,L,0,5
FLA,2016-02-15,Pittsburgh Penguins,W,2,1
FLA,2016-02-18,San Jose Sharks,L,1,2
FLA,2016-02-20,Winnipeg Jets,W,3,1
FLA,2016-02-25,Arizona Coyotes,W,3,2
FLA,2016-02-27,Columbus Blue Jackets,L,3,4
FLA,2016-02-28,Minnesota Wild,L,1,3
FLA,2016-03-01,Winnipeg Jets,W,3,2
FLA,2016-03-03,Colorado Avalanche,L,2,3
FLA,2016-03-05,Arizona Coyotes,L,1,5
FLA,2016-03-07,Boston Bruins,L,4,5
FLA,2016-03-10,Ottawa Senators,W,6,2
FLA,2016-03-12,Philadelphia Flyers,W,5,4
FLA,2016-03-14,New York Islanders,L,2,3
FLA,2016-03-15,Montreal Canadiens,W,4,1
FLA,2016-03-17,Toronto Maple Leafs,W,4,1
FLA,2016-03-19,Detroit Red Wings,L,3,5
FLA,2016-03-21,New York Rangers,L,2,4
FLA,2016-03-24,Boston Bruins,W,4,1
FLA,2016-03-26,Tampa Bay Lightning,W,5,2
FLA,2016-03-29,Toronto Maple Leafs,L,2,5
FLA,2016-03-31,New Jersey Devils,W,3,2
FLA,2016-04-02,Montreal Canadiens,W,4,3
FLA,2016-04-04,Toronto Maple Leafs,W,4,3
FLA,2016-04-05,Montreal Canadiens,W,4,1
FLA,2016-04-07,Ottawa Senators,L,1,3
FLA,2016-04-09,Carolina Hurricanes,W,5,2
FLA,2016-10-13,New Jersey Devils,W,2,1
FLA,2016-10-15,Detroit Red Wings,W,4,1
FLA,2016-10-18,Tampa Bay Lightning,L,3,4
FLA,2016-10-20,Washington Capitals,L,2,4
FLA,2016-10-22,Colorado Avalanche,W,5,2
FLA,2016-10-25,Pittsburgh Penguins,L,2,3
FLA,2016-10-27,Toronto Maple Leafs,L,2,3
FLA,2016-10-29,Buffalo Sabres,L,0,3
FLA,2016-10-30,Detroit Red Wings,W,5,2
FLA,2016-11-01,Boston Bruins,L,1,2
FLA,2016-11-03,New Jersey Devils,W,4,3
FLA,2016-11-05,Washington Capitals,L,2,4
FLA,2016-11-07,Tampa Bay Lightning,W,3,1
FLA,2016-11-10,San Jose Sharks,L,2,4
FLA,2016-11-12,New York Islanders,W,3,2
FLA,2016-11-15,Montreal Canadiens,W,4,3
FLA,2016-11-17,Toronto Maple Leafs,L,1,6
FLA,2016-11-19,Ottawa Senators,W,4,1
FLA,2016-11-20,New York Rangers,W,3,2
FLA,2016-11-22,Philadelphia Flyers,L,1,3
FLA,2016-11-26,Columbus Blue Jackets,W,2,1
FLA,2016-11-27,Carolina Hurricanes,L,2,3
FLA,2016-11-29,Chicago Blackhawks,L,1,2
