Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2021-04-30,ARI,Vegas Golden Knights,W,3.0,0.0,PHO,Utah Jazz,W,121.0,100.0
2021-05-05,ARI,Los Angeles Kings,L,2.0,4.0,PHO,Atlanta Hawks,L,103.0,135.0
2021-05-07,ARI,San Jose Sharks,W,5.0,2.0,PHO,New York Knicks,W,128.0,105.0
2021-10-23,ARI,New York Islanders,L,0.0,3.0,PHO,Portland Trail Blazers,L,105.0,134.0
2021-11-02,ARI,Philadelphia Flyers,L,0.0,3.0,PHO,New Orleans Pelicans,W,112.0,100.0
2021-11-06,ARI,Seattle Kraken,W,5.0,4.0,PHO,Atlanta Hawks,W,121.0,117.0
2021-11-10,ARI,Minnesota Wild,L,2.0,5.0,PHO,Portland Trail Blazers,W,119.0,109.0
2021-11-12,ARI,Chicago Blackhawks,L,1.0,2.0,PHO,Memphis Grizzlies,W,119.0,94.0
2021-11-21,ARI,Los Angeles Kings,W,2.0,1.0,PHO,Denver Nuggets,W,126.0,97.0
2021-11-24,ARI,Edmonton Oilers,L,3.0,5.0,PHO,Cleveland Cavaliers,W,120.0,115.0
2021-11-27,ARI,Dallas Stars,L,2.0,3.0,PHO,Brooklyn Nets,W,113.0,107.0
2021-11-30,ARI,Minnesota Wild,L,2.0,5.0,PHO,Golden State Warriors,W,104.0,96.0
2021-12-03,ARI,Vegas Golden Knights,L,1.0,7.0,PHO,Golden State Warriors,L,96.0,118.0
2021-12-06,ARI,Dallas Stars,L,1.0,4.0,PHO,San Antonio Spurs,W,108.0,104.0
2021-12-10,ARI,Florida Panthers,L,1.0,3.0,PHO,Boston Celtics,W,111.0,90.0
2022-01-04,ARI,Winnipeg Jets,L,1.0,3.0,PHO,New Orleans Pelicans,W,123.0,110.0
2022-01-06,ARI,Chicago Blackhawks,W,6.0,4.0,PHO,Los Angeles Clippers,W,106.0,89.0
2022-01-08,ARI,Nashville Predators,L,2.0,4.0,PHO,Miami Heat,L,100.0,123.0
2022-01-14,ARI,Colorado Avalanche,L,3.0,4.0,PHO,Indiana Pacers,W,112.0,94.0
2022-01-17,ARI,Montreal Canadiens,W,5.0,2.0,PHO,San Antonio Spurs,W,121.0,107.0
2022-01-22,ARI,New York Rangers,L,3.0,7.0,PHO,Indiana Pacers,W,113.0,103.0
2022-01-28,ARI,Boston Bruins,L,1.0,2.0,PHO,Minnesota Timberwolves,W,134.0,124.0
2022-02-01,ARI,Colorado Avalanche,W,3.0,2.0,PHO,Brooklyn Nets,W,121.0,111.0
2022-02-08,ARI,Vancouver Canucks,L,1.0,5.0,PHO,Philadelphia 76ers,W,114.0,109.0
2022-02-25,ARI,Vegas Golden Knights,W,3.0,1.0,PHO,New Orleans Pelicans,L,102.0,117.0
2022-02-27,ARI,Winnipeg Jets,L,3.0,5.0,PHO,Utah Jazz,L,114.0,118.0
2022-03-08,ARI,Detroit Red Wings,W,9.0,2.0,PHO,Orlando Magic,W,102.0,99.0
2022-03-15,ARI,Montreal Canadiens,W,6.0,3.0,PHO,New Orleans Pelicans,W,131.0,115.0
2022-03-20,ARI,San Jose Sharks,L,2.0,4.0,PHO,Sacramento Kings,W,127.0,124.0
2022-03-27,ARI,Winnipeg Jets,L,1.0,2.0,PHO,Philadelphia 76ers,W,114.0,104.0
2022-03-30,ARI,San Jose Sharks,W,5.0,2.0,PHO,Golden State Warriors,W,107.0,103.0
2022-04-01,ARI,Anaheim Ducks,L,0.0,5.0,PHO,Memphis Grizzlies,L,114.0,122.0
2022-04-03,ARI,Chicago Blackhawks,W,3.0,2.0,PHO,Oklahoma City Thunder,L,96.0,117.0
2022-10-25,ARI,Columbus Blue Jackets,W,6.0,3.0,PHO,Golden State Warriors,W,134.0,105.0
2022-10-28,ARI,Winnipeg Jets,L,2.0,3.0,PHO,New Orleans Pelicans,W,124.0,111.0
2022-10-30,ARI,New York Rangers,L,2.0,3.0,PHO,Houston Rockets,W,124.0,109.0
2022-11-01,ARI,Florida Panthers,W,3.0,1.0,PHO,Minnesota Timberwolves,W,116.0,107.0
